ReturnQuantity,ModelName,ProductCost,ProductPrice,Region,Country,Continent,SubcategoryName,CategoryName,Month,Week,Day,Season,Productprice,GrossProfitLoss
1,Fender Set - Mountain,8.2205,21.98,Southwest,United States,North America,Fenders,Accessories,October,41,Sunday,Autumn,21.98,13.759500000000001
1,Short-Sleeve Classic Jersey,41.5723,53.99,Australia,Australia,Pacific,Jerseys,Clothing,October,41,Sunday,Autumn,53.99,12.417700000000004
1,Road-550-W,605.6492,1000.4375,United Kingdom,United Kingdom,Europe,Road Bikes,Bikes,October,41,Sunday,Autumn,1000.4375,394.78830000000005
1,Patch kit,0.8565,2.29,Canada,Canada,North America,Tires and Tubes,Accessories,October,42,Monday,Autumn,2.29,1.4335
1,Touring Tire Tube,1.8663,4.99,Germany,Germany,Europe,Tires and Tubes,Accessories,October,42,Monday,Autumn,4.99,3.1237000000000004
1,Fender Set - Mountain,8.2205,21.98,Australia,Australia,Pacific,Fenders,Accessories,October,42,Monday,Autumn,21.98,13.759500000000001
1,LL Road Tire,8.0373,21.49,Australia,Australia,Pacific,Tires and Tubes,Accessories,October,42,Monday,Autumn,21.49,13.452699999999998
1,Racing Socks,3.3623,8.99,France,France,Europe,Socks,Clothing,October,42,Tuesday,Autumn,8.99,5.627700000000001
1,Mountain-400-W,419.7784,769.49,Southwest,United States,North America,Mountain Bikes,Bikes,October,42,Wednesday,Autumn,769.49,349.71160000000003
1,Sport-100,12.0278,33.6442,Australia,Australia,Pacific,Helmets,Accessories,October,42,Wednesday,Autumn,33.6442,21.6164
1,Mountain-200,1117.8559,2071.4196,Australia,Australia,Pacific,Mountain Bikes,Bikes,October,42,Wednesday,Autumn,2071.4196,953.5637000000002
1,Half-Finger Gloves,9.7136,23.5481,Northwest,United States,North America,Gloves,Clothing,October,42,Thursday,Autumn,23.5481,13.834500000000002
1,Patch kit,0.8565,2.29,Northwest,United States,North America,Tires and Tubes,Accessories,October,42,Thursday,Autumn,2.29,1.4335
1,LL Mountain Tire,9.3463,24.99,Northwest,United States,North America,Tires and Tubes,Accessories,October,42,Thursday,Autumn,24.99,15.643699999999999
1,Half-Finger Gloves,9.7136,23.5481,Australia,Australia,Pacific,Gloves,Clothing,October,42,Thursday,Autumn,23.5481,13.834500000000002
1,Mountain Bottle Cage,3.7363,9.99,United Kingdom,United Kingdom,Europe,Bottles and Cages,Accessories,October,42,Thursday,Autumn,9.99,6.2537
1,Cycling Cap,5.7052,8.6442,Northwest,United States,North America,Caps,Clothing,October,42,Friday,Autumn,8.6442,2.939
1,Racing Socks,3.3623,8.99,Southwest,United States,North America,Socks,Clothing,October,42,Friday,Autumn,8.99,5.627700000000001
1,Sport-100,12.0278,33.6442,Canada,Canada,North America,Helmets,Accessories,October,42,Friday,Autumn,33.6442,21.6164
1,HL Mountain Tire,13.09,35.0,Australia,Australia,Pacific,Tires and Tubes,Accessories,October,42,Friday,Autumn,35.0,21.91
1,ML Road Tire,9.3463,24.99,Australia,Australia,Pacific,Tires and Tubes,Accessories,October,42,Friday,Autumn,24.99,15.643699999999999
1,Road-750,343.6496,539.99,Northwest,United States,North America,Road Bikes,Bikes,October,42,Saturday,Autumn,539.99,196.3404
1,Touring Tire Tube,1.8663,4.99,Canada,Canada,North America,Tires and Tubes,Accessories,October,42,Saturday,Autumn,4.99,3.1237000000000004
1,Road-750,343.6496,539.99,France,France,Europe,Road Bikes,Bikes,October,42,Saturday,Autumn,539.99,196.3404
1,Road Bottle Cage,3.3623,8.99,Australia,Australia,Pacific,Bottles and Cages,Accessories,October,42,Saturday,Autumn,8.99,5.627700000000001
1,HL Mountain Tire,13.09,35.0,Australia,Australia,Pacific,Tires and Tubes,Accessories,October,42,Saturday,Autumn,35.0,21.91
1,Cycling Cap,5.7052,8.6442,Northwest,United States,North America,Caps,Clothing,October,42,Sunday,Autumn,8.6442,2.939
1,Mountain-200,1105.81,2049.0982,Southwest,United States,North America,Mountain Bikes,Bikes,October,42,Sunday,Autumn,2049.0982,943.2882
1,Fender Set - Mountain,8.2205,21.98,Southwest,United States,North America,Fenders,Accessories,October,42,Sunday,Autumn,21.98,13.759500000000001
1,Sport-100,13.0863,34.99,Southwest,United States,North America,Helmets,Accessories,October,43,Monday,Autumn,34.99,21.9037
1,Half-Finger Gloves,9.7136,23.5481,France,France,Europe,Gloves,Clothing,October,43,Monday,Autumn,23.5481,13.834500000000002
1,Touring Tire,10.8423,28.99,Germany,Germany,Europe,Tires and Tubes,Accessories,October,43,Monday,Autumn,28.99,18.1477
1,HL Road Tire,12.1924,32.6,Southwest,United States,North America,Tires and Tubes,Accessories,October,43,Tuesday,Autumn,32.6,20.407600000000002
1,Road-750,343.6496,539.99,Southwest,United States,North America,Road Bikes,Bikes,October,43,Tuesday,Autumn,539.99,196.3404
1,Water Bottle,1.8663,4.99,Australia,Australia,Pacific,Bottles and Cages,Accessories,October,43,Tuesday,Autumn,4.99,3.1237000000000004
1,Racing Socks,3.3623,8.99,Australia,Australia,Pacific,Socks,Clothing,October,43,Tuesday,Autumn,8.99,5.627700000000001
1,Fender Set - Mountain,8.2205,21.98,United Kingdom,United Kingdom,Europe,Fenders,Accessories,October,43,Tuesday,Autumn,21.98,13.759500000000001
1,Road-550-W,605.6492,1000.4375,Northwest,United States,North America,Road Bikes,Bikes,October,43,Wednesday,Autumn,1000.4375,394.78830000000005
1,Mountain Tire Tube,1.8663,4.99,Northwest,United States,North America,Tires and Tubes,Accessories,October,43,Wednesday,Autumn,4.99,3.1237000000000004
1,Road Tire Tube,1.4923,3.99,Northwest,United States,North America,Tires and Tubes,Accessories,October,43,Wednesday,Autumn,3.99,2.4977
1,Touring Tire Tube,1.8663,4.99,Northwest,United States,North America,Tires and Tubes,Accessories,October,43,Wednesday,Autumn,4.99,3.1237000000000004
1,Short-Sleeve Classic Jersey,41.5723,53.99,Southwest,United States,North America,Jerseys,Clothing,October,43,Wednesday,Autumn,53.99,12.417700000000004
1,Mountain Bottle Cage,3.7363,9.99,Germany,Germany,Europe,Bottles and Cages,Accessories,October,43,Wednesday,Autumn,9.99,6.2537
1,Touring Tire,10.8423,28.99,Australia,Australia,Pacific,Tires and Tubes,Accessories,October,43,Wednesday,Autumn,28.99,18.1477
1,Sport-100,12.0278,33.6442,Canada,Canada,North America,Helmets,Accessories,October,43,Thursday,Autumn,33.6442,21.6164
1,Short-Sleeve Classic Jersey,41.5723,53.99,Australia,Australia,Pacific,Jerseys,Clothing,October,43,Thursday,Autumn,53.99,12.417700000000004
1,Cycling Cap,5.7052,8.6442,Southwest,United States,North America,Caps,Clothing,October,43,Friday,Autumn,8.6442,2.939
1,Patch kit,0.8565,2.29,France,France,Europe,Tires and Tubes,Accessories,October,43,Friday,Autumn,2.29,1.4335
1,Bike Wash,2.9733,7.95,France,France,Europe,Cleaners,Accessories,October,43,Friday,Autumn,7.95,4.9767
1,Touring-2000,755.1508,1214.85,France,France,Europe,Touring Bikes,Bikes,October,43,Friday,Autumn,1214.85,459.6991999999999
1,Sport-100,12.0278,33.6442,Australia,Australia,Pacific,Helmets,Accessories,October,43,Friday,Autumn,33.6442,21.6164
1,Water Bottle,1.8663,4.99,Australia,Australia,Pacific,Bottles and Cages,Accessories,October,43,Friday,Autumn,4.99,3.1237000000000004
1,Classic Vest,23.749,63.5,United Kingdom,United Kingdom,Europe,Vests,Clothing,October,43,Friday,Autumn,63.5,39.751000000000005
1,Road-350-W,1082.51,1700.99,Southwest,United States,North America,Road Bikes,Bikes,October,43,Saturday,Autumn,1700.99,618.48
1,Touring Tire,10.8423,28.99,Canada,Canada,North America,Tires and Tubes,Accessories,October,43,Saturday,Autumn,28.99,18.1477
1,Long-Sleeve Logo Jersey,31.7244,48.0673,Germany,Germany,Europe,Jerseys,Clothing,October,43,Saturday,Autumn,48.0673,16.342900000000004
1,LL Road Tire,8.0373,21.49,Australia,Australia,Pacific,Tires and Tubes,Accessories,October,43,Saturday,Autumn,21.49,13.452699999999998
1,Water Bottle,1.8663,4.99,United Kingdom,United Kingdom,Europe,Bottles and Cages,Accessories,October,43,Saturday,Autumn,4.99,3.1237000000000004
1,HL Mountain Tire,13.09,35.0,Southwest,United States,North America,Tires and Tubes,Accessories,October,43,Sunday,Autumn,35.0,21.91
1,Women's Mountain Shorts,26.1763,69.99,Canada,Canada,North America,Shorts,Clothing,October,43,Sunday,Autumn,69.99,43.8137
1,Mountain-200,1105.81,2049.0982,Australia,Australia,Pacific,Mountain Bikes,Bikes,October,43,Sunday,Autumn,2049.0982,943.2882
1,Road-250,1320.6838,2181.5625,United Kingdom,United Kingdom,Europe,Road Bikes,Bikes,October,43,Sunday,Autumn,2181.5625,860.8787
1,Mountain-500,294.5797,539.99,Northwest,United States,North America,Mountain Bikes,Bikes,October,44,Monday,Autumn,539.99,245.4103
1,Sport-100,12.0278,33.6442,Southwest,United States,North America,Helmets,Accessories,October,44,Monday,Autumn,33.6442,21.6164
1,Touring Tire Tube,1.8663,4.99,France,France,Europe,Tires and Tubes,Accessories,October,44,Monday,Autumn,4.99,3.1237000000000004
1,Mountain-200,1105.81,2049.0982,Germany,Germany,Europe,Mountain Bikes,Bikes,October,44,Monday,Autumn,2049.0982,943.2882
1,Mountain Tire Tube,1.8663,4.99,Germany,Germany,Europe,Tires and Tubes,Accessories,October,44,Monday,Autumn,4.99,3.1237000000000004
1,Road-750,343.6496,539.99,Germany,Germany,Europe,Road Bikes,Bikes,October,44,Monday,Autumn,539.99,196.3404
1,Road-750,343.6496,539.99,Australia,Australia,Pacific,Road Bikes,Bikes,October,44,Monday,Autumn,539.99,196.3404
1,Water Bottle,1.8663,4.99,Canada,Canada,North America,Bottles and Cages,Accessories,November,44,Tuesday,Autumn,4.99,3.1237000000000004
1,Mountain Bottle Cage,3.7363,9.99,Canada,Canada,North America,Bottles and Cages,Accessories,November,44,Tuesday,Autumn,9.99,6.2537
1,Mountain Tire Tube,1.8663,4.99,Canada,Canada,North America,Tires and Tubes,Accessories,November,44,Tuesday,Autumn,4.99,3.1237000000000004
1,Road Tire Tube,1.4923,3.99,Canada,Canada,North America,Tires and Tubes,Accessories,November,44,Tuesday,Autumn,3.99,2.4977
1,Sport-100,12.0278,33.6442,Southwest,United States,North America,Helmets,Accessories,November,44,Wednesday,Autumn,33.6442,21.6164
1,Mountain-200,1105.81,2049.0982,Canada,Canada,North America,Mountain Bikes,Bikes,November,44,Wednesday,Autumn,2049.0982,943.2882
1,Water Bottle,1.8663,4.99,France,France,Europe,Bottles and Cages,Accessories,November,44,Wednesday,Autumn,4.99,3.1237000000000004
1,Sport-100,13.0863,34.99,Australia,Australia,Pacific,Helmets,Accessories,November,44,Wednesday,Autumn,34.99,21.9037
1,Road-550-W,605.6492,1000.4375,United Kingdom,United Kingdom,Europe,Road Bikes,Bikes,November,44,Wednesday,Autumn,1000.4375,394.78830000000005
1,Women's Mountain Shorts,26.1763,69.99,Southwest,United States,North America,Shorts,Clothing,November,44,Thursday,Autumn,69.99,43.8137
1,Touring Tire,10.8423,28.99,Southwest,United States,North America,Tires and Tubes,Accessories,November,44,Thursday,Autumn,28.99,18.1477
1,Road-250,1320.6838,2181.5625,Germany,Germany,Europe,Road Bikes,Bikes,November,44,Thursday,Autumn,2181.5625,860.8787
1,Short-Sleeve Classic Jersey,41.5723,53.99,Australia,Australia,Pacific,Jerseys,Clothing,November,44,Thursday,Autumn,53.99,12.417700000000004
1,Half-Finger Gloves,9.7136,23.5481,Southwest,United States,North America,Gloves,Clothing,November,44,Friday,Autumn,23.5481,13.834500000000002
1,Mountain Tire Tube,1.8663,4.99,United Kingdom,United Kingdom,Europe,Tires and Tubes,Accessories,November,44,Friday,Autumn,4.99,3.1237000000000004
1,Mountain Bottle Cage,3.7363,9.99,Northwest,United States,North America,Bottles and Cages,Accessories,November,44,Saturday,Autumn,9.99,6.2537
1,Patch kit,0.8565,2.29,Australia,Australia,Pacific,Tires and Tubes,Accessories,November,44,Saturday,Autumn,2.29,1.4335
1,Road Tire Tube,1.4923,3.99,United Kingdom,United Kingdom,Europe,Tires and Tubes,Accessories,November,44,Saturday,Autumn,3.99,2.4977
1,Fender Set - Mountain,8.2205,21.98,Northwest,United States,North America,Fenders,Accessories,November,44,Sunday,Autumn,21.98,13.759500000000001
2,Water Bottle,3.7326,4.99,Southwest,United States,North America,Bottles and Cages,Accessories,November,44,Sunday,Autumn,9.98,6.247400000000001
1,Mountain-200,1117.8559,2071.4196,Northwest,United States,North America,Mountain Bikes,Bikes,November,45,Monday,Autumn,2071.4196,953.5637000000002
2,Water Bottle,3.7326,4.99,Southwest,United States,North America,Bottles and Cages,Accessories,November,45,Monday,Autumn,9.98,6.247400000000001
1,Mountain Bottle Cage,3.7363,9.99,Canada,Canada,North America,Bottles and Cages,Accessories,November,45,Monday,Autumn,9.99,6.2537
1,HL Road Tire,12.1924,32.6,Canada,Canada,North America,Tires and Tubes,Accessories,November,45,Monday,Autumn,32.6,20.407600000000002
1,Water Bottle,1.8663,4.99,Germany,Germany,Europe,Bottles and Cages,Accessories,November,45,Monday,Autumn,4.99,3.1237000000000004
1,Water Bottle,1.8663,4.99,Australia,Australia,Pacific,Bottles and Cages,Accessories,November,45,Monday,Autumn,4.99,3.1237000000000004
1,LL Mountain Tire,9.3463,24.99,Australia,Australia,Pacific,Tires and Tubes,Accessories,November,45,Monday,Autumn,24.99,15.643699999999999
1,HL Mountain Tire,13.09,35.0,Australia,Australia,Pacific,Tires and Tubes,Accessories,November,45,Monday,Autumn,35.0,21.91
1,Road-750,343.6496,539.99,Australia,Australia,Pacific,Road Bikes,Bikes,November,45,Monday,Autumn,539.99,196.3404
1,Mountain Bottle Cage,3.7363,9.99,Northwest,United States,North America,Bottles and Cages,Accessories,November,45,Tuesday,Autumn,9.99,6.2537
1,Classic Vest,23.749,63.5,Southwest,United States,North America,Vests,Clothing,November,45,Tuesday,Autumn,63.5,39.751000000000005
1,ML Mountain Tire,11.2163,29.99,United Kingdom,United Kingdom,Europe,Tires and Tubes,Accessories,November,45,Tuesday,Autumn,29.99,18.773699999999998
1,Mountain Bottle Cage,3.7363,9.99,Northwest,United States,North America,Bottles and Cages,Accessories,November,45,Wednesday,Autumn,9.99,6.2537
1,Sport-100,12.0278,33.6442,France,France,Europe,Helmets,Accessories,November,45,Wednesday,Autumn,33.6442,21.6164
1,Water Bottle,1.8663,4.99,Australia,Australia,Pacific,Bottles and Cages,Accessories,November,45,Wednesday,Autumn,4.99,3.1237000000000004
1,Water Bottle,1.8663,4.99,United Kingdom,United Kingdom,Europe,Bottles and Cages,Accessories,November,45,Wednesday,Autumn,4.99,3.1237000000000004
1,Mountain-200,1105.81,2049.0982,Northwest,United States,North America,Mountain Bikes,Bikes,November,45,Thursday,Autumn,2049.0982,943.2882
1,Touring Tire Tube,1.8663,4.99,Southwest,United States,North America,Tires and Tubes,Accessories,November,45,Thursday,Autumn,4.99,3.1237000000000004
1,Mountain Tire Tube,1.8663,4.99,Canada,Canada,North America,Tires and Tubes,Accessories,November,45,Thursday,Autumn,4.99,3.1237000000000004
1,Road Bottle Cage,3.3623,8.99,France,France,Europe,Bottles and Cages,Accessories,November,45,Thursday,Autumn,8.99,5.627700000000001
1,Fender Set - Mountain,8.2205,21.98,United Kingdom,United Kingdom,Europe,Fenders,Accessories,November,45,Thursday,Autumn,21.98,13.759500000000001
1,Sport-100,12.0278,33.6442,Northwest,United States,North America,Helmets,Accessories,November,45,Friday,Autumn,33.6442,21.6164
1,Patch kit,0.8565,2.29,Southwest,United States,North America,Tires and Tubes,Accessories,November,45,Saturday,Autumn,2.29,1.4335
1,Road-750,343.6496,539.99,Canada,Canada,North America,Road Bikes,Bikes,November,45,Saturday,Autumn,539.99,196.3404
1,Water Bottle,1.8663,4.99,Germany,Germany,Europe,Bottles and Cages,Accessories,November,45,Saturday,Autumn,4.99,3.1237000000000004
1,LL Mountain Tire,9.3463,24.99,Australia,Australia,Pacific,Tires and Tubes,Accessories,November,45,Saturday,Autumn,24.99,15.643699999999999
1,Touring Tire,10.8423,28.99,United Kingdom,United Kingdom,Europe,Tires and Tubes,Accessories,November,45,Saturday,Autumn,28.99,18.1477
1,Road Bottle Cage,3.3623,8.99,Northwest,United States,North America,Bottles and Cages,Accessories,November,45,Sunday,Autumn,8.99,5.627700000000001
1,Touring-1000,1481.9379,2384.07,Northwest,United States,North America,Touring Bikes,Bikes,November,45,Sunday,Autumn,2384.07,902.1321000000003
1,Road-250,1320.6838,2181.5625,Australia,Australia,Pacific,Road Bikes,Bikes,November,45,Sunday,Autumn,2181.5625,860.8787
1,Half-Finger Gloves,9.7136,23.5481,Northwest,United States,North America,Gloves,Clothing,November,46,Monday,Autumn,23.5481,13.834500000000002
1,Mountain-400-W,419.7784,769.49,Northwest,United States,North America,Mountain Bikes,Bikes,November,46,Monday,Autumn,769.49,349.71160000000003
1,Mountain Bottle Cage,3.7363,9.99,Southwest,United States,North America,Bottles and Cages,Accessories,November,46,Monday,Autumn,9.99,6.2537
1,Sport-100,12.0278,33.6442,France,France,Europe,Helmets,Accessories,November,46,Monday,Autumn,33.6442,21.6164
1,LL Road Tire,8.0373,21.49,France,France,Europe,Tires and Tubes,Accessories,November,46,Monday,Autumn,21.49,13.452699999999998
1,HL Mountain Tire,13.09,35.0,Australia,Australia,Pacific,Tires and Tubes,Accessories,November,46,Monday,Autumn,35.0,21.91
1,Mountain-500,308.2179,564.99,Australia,Australia,Pacific,Mountain Bikes,Bikes,November,46,Monday,Autumn,564.99,256.7721
1,Sport-100,12.0278,33.6442,United Kingdom,United Kingdom,Europe,Helmets,Accessories,November,46,Monday,Autumn,33.6442,21.6164
1,Water Bottle,1.8663,4.99,United Kingdom,United Kingdom,Europe,Bottles and Cages,Accessories,November,46,Monday,Autumn,4.99,3.1237000000000004
1,Patch kit,0.8565,2.29,Northwest,United States,North America,Tires and Tubes,Accessories,November,46,Tuesday,Autumn,2.29,1.4335
1,Mountain Bottle Cage,3.7363,9.99,Southwest,United States,North America,Bottles and Cages,Accessories,November,46,Tuesday,Autumn,9.99,6.2537
1,Touring-2000,755.1508,1214.85,Southwest,United States,North America,Touring Bikes,Bikes,November,46,Tuesday,Autumn,1214.85,459.6991999999999
1,Mountain Tire Tube,1.8663,4.99,Northwest,United States,North America,Tires and Tubes,Accessories,November,46,Wednesday,Autumn,4.99,3.1237000000000004
1,LL Road Tire,8.0373,21.49,Southwest,United States,North America,Tires and Tubes,Accessories,November,46,Wednesday,Autumn,21.49,13.452699999999998
1,Patch kit,0.8565,2.29,Northwest,United States,North America,Tires and Tubes,Accessories,November,46,Thursday,Autumn,2.29,1.4335
1,Road-750,343.6496,539.99,Canada,Canada,North America,Road Bikes,Bikes,November,46,Thursday,Autumn,539.99,196.3404
1,Road-750,343.6496,539.99,Germany,Germany,Europe,Road Bikes,Bikes,November,46,Thursday,Autumn,539.99,196.3404
1,Hydration Pack,20.5663,54.99,Australia,Australia,Pacific,Hydration Packs,Accessories,November,46,Thursday,Autumn,54.99,34.423700000000004
1,Road-550-W,605.6492,1000.4375,United Kingdom,United Kingdom,Europe,Road Bikes,Bikes,November,46,Thursday,Autumn,1000.4375,394.78830000000005
1,Road Bottle Cage,3.3623,8.99,Northwest,United States,North America,Bottles and Cages,Accessories,November,46,Friday,Autumn,8.99,5.627700000000001
1,Patch kit,0.8565,2.29,Canada,Canada,North America,Tires and Tubes,Accessories,November,46,Friday,Autumn,2.29,1.4335
1,Sport-100,12.0278,33.6442,France,France,Europe,Helmets,Accessories,November,46,Friday,Autumn,33.6442,21.6164
1,Hydration Pack,20.5663,54.99,France,France,Europe,Hydration Packs,Accessories,November,46,Friday,Autumn,54.99,34.423700000000004
1,Touring Tire,10.8423,28.99,Germany,Germany,Europe,Tires and Tubes,Accessories,November,46,Friday,Autumn,28.99,18.1477
1,Sport-100,12.0278,33.6442,Australia,Australia,Pacific,Helmets,Accessories,November,46,Friday,Autumn,33.6442,21.6164
1,Road Tire Tube,1.4923,3.99,United Kingdom,United Kingdom,Europe,Tires and Tubes,Accessories,November,46,Friday,Autumn,3.99,2.4977
1,Road-350-W,1082.51,1700.99,United Kingdom,United Kingdom,Europe,Road Bikes,Bikes,November,46,Friday,Autumn,1700.99,618.48
1,Road-750,343.6496,539.99,United Kingdom,United Kingdom,Europe,Road Bikes,Bikes,November,46,Friday,Autumn,539.99,196.3404
1,Sport-100,12.0278,33.6442,Southwest,United States,North America,Helmets,Accessories,November,46,Saturday,Autumn,33.6442,21.6164
1,Road-250,1320.6838,2181.5625,Southwest,United States,North America,Road Bikes,Bikes,November,46,Saturday,Autumn,2181.5625,860.8787
1,All-Purpose Bike Stand,59.466,159.0,Southwest,United States,North America,Bike Stands,Accessories,November,46,Saturday,Autumn,159.0,99.53399999999999
1,Touring Tire,10.8423,28.99,Southwest,United States,North America,Tires and Tubes,Accessories,November,46,Saturday,Autumn,28.99,18.1477
1,Road-750,343.6496,539.99,Canada,Canada,North America,Road Bikes,Bikes,November,46,Saturday,Autumn,539.99,196.3404
1,Sport-100,13.0863,34.99,Germany,Germany,Europe,Helmets,Accessories,November,46,Saturday,Autumn,34.99,21.9037
1,Sport-100,13.0863,34.99,Australia,Australia,Pacific,Helmets,Accessories,November,46,Saturday,Autumn,34.99,21.9037
1,Road-350-W,1082.51,1700.99,Australia,Australia,Pacific,Road Bikes,Bikes,November,46,Saturday,Autumn,1700.99,618.48
1,Racing Socks,3.3623,8.99,Southwest,United States,North America,Socks,Clothing,November,46,Sunday,Autumn,8.99,5.627700000000001
1,Half-Finger Gloves,9.7136,23.5481,Canada,Canada,North America,Gloves,Clothing,November,46,Sunday,Autumn,23.5481,13.834500000000002
1,LL Road Tire,8.0373,21.49,Canada,Canada,North America,Tires and Tubes,Accessories,November,46,Sunday,Autumn,21.49,13.452699999999998
1,Road Tire Tube,1.4923,3.99,Germany,Germany,Europe,Tires and Tubes,Accessories,November,46,Sunday,Autumn,3.99,2.4977
1,Hydration Pack,20.5663,54.99,Australia,Australia,Pacific,Hydration Packs,Accessories,November,46,Sunday,Autumn,54.99,34.423700000000004
1,Sport-100,12.0278,33.6442,Northwest,United States,North America,Helmets,Accessories,November,47,Monday,Autumn,33.6442,21.6164
1,Long-Sleeve Logo Jersey,31.7244,48.0673,Northwest,United States,North America,Jerseys,Clothing,November,47,Monday,Autumn,48.0673,16.342900000000004
1,Mountain-200,1105.81,2049.0982,Southwest,United States,North America,Mountain Bikes,Bikes,November,47,Monday,Autumn,2049.0982,943.2882
1,Half-Finger Gloves,9.7136,23.5481,Southwest,United States,North America,Gloves,Clothing,November,47,Monday,Autumn,23.5481,13.834500000000002
1,Mountain-200,1117.8559,2071.4196,Southwest,United States,North America,Mountain Bikes,Bikes,November,47,Tuesday,Autumn,2071.4196,953.5637000000002
1,Fender Set - Mountain,8.2205,21.98,Southwest,United States,North America,Fenders,Accessories,November,47,Tuesday,Autumn,21.98,13.759500000000001
1,Sport-100,12.0278,33.6442,Canada,Canada,North America,Helmets,Accessories,November,47,Tuesday,Autumn,33.6442,21.6164
1,Short-Sleeve Classic Jersey,41.5723,53.99,Australia,Australia,Pacific,Jerseys,Clothing,November,47,Tuesday,Autumn,53.99,12.417700000000004
1,Sport-100,13.0863,34.99,United Kingdom,United Kingdom,Europe,Helmets,Accessories,November,47,Tuesday,Autumn,34.99,21.9037
1,Mountain Bottle Cage,3.7363,9.99,Northwest,United States,North America,Bottles and Cages,Accessories,November,47,Wednesday,Autumn,9.99,6.2537
1,Road Bottle Cage,3.3623,8.99,Northwest,United States,North America,Bottles and Cages,Accessories,November,47,Wednesday,Autumn,8.99,5.627700000000001
1,Sport-100,12.0278,33.6442,Southwest,United States,North America,Helmets,Accessories,November,47,Wednesday,Autumn,33.6442,21.6164
1,Women's Mountain Shorts,26.1763,69.99,Southwest,United States,North America,Shorts,Clothing,November,47,Wednesday,Autumn,69.99,43.8137
1,Sport-100,13.0863,34.99,Australia,Australia,Pacific,Helmets,Accessories,November,47,Wednesday,Autumn,34.99,21.9037
1,Sport-100,12.0278,33.6442,Northwest,United States,North America,Helmets,Accessories,November,47,Thursday,Autumn,33.6442,21.6164
1,Mountain Tire Tube,1.8663,4.99,Northwest,United States,North America,Tires and Tubes,Accessories,November,47,Thursday,Autumn,4.99,3.1237000000000004
1,ML Mountain Tire,11.2163,29.99,Australia,Australia,Pacific,Tires and Tubes,Accessories,November,47,Thursday,Autumn,29.99,18.773699999999998
1,Mountain-200,1105.81,2049.0982,United Kingdom,United Kingdom,Europe,Mountain Bikes,Bikes,November,47,Thursday,Autumn,2049.0982,943.2882
1,Mountain Bottle Cage,3.7363,9.99,United Kingdom,United Kingdom,Europe,Bottles and Cages,Accessories,November,47,Thursday,Autumn,9.99,6.2537
1,Fender Set - Mountain,8.2205,21.98,Southwest,United States,North America,Fenders,Accessories,November,47,Friday,Autumn,21.98,13.759500000000001
1,Bike Wash,2.9733,7.95,Canada,Canada,North America,Cleaners,Accessories,November,47,Friday,Autumn,7.95,4.9767
1,Mountain Tire Tube,1.8663,4.99,Canada,Canada,North America,Tires and Tubes,Accessories,November,47,Friday,Autumn,4.99,3.1237000000000004
1,Road Tire Tube,1.4923,3.99,Southwest,United States,North America,Tires and Tubes,Accessories,November,47,Saturday,Autumn,3.99,2.4977
1,Road Bottle Cage,3.3623,8.99,France,France,Europe,Bottles and Cages,Accessories,November,47,Saturday,Autumn,8.99,5.627700000000001
1,Bike Wash,2.9733,7.95,Germany,Germany,Europe,Cleaners,Accessories,November,47,Saturday,Autumn,7.95,4.9767
1,Mountain Tire Tube,1.8663,4.99,Canada,Canada,North America,Tires and Tubes,Accessories,November,47,Sunday,Autumn,4.99,3.1237000000000004
1,Half-Finger Gloves,9.7136,23.5481,Australia,Australia,Pacific,Gloves,Clothing,November,47,Sunday,Autumn,23.5481,13.834500000000002
1,Patch kit,0.8565,2.29,Northwest,United States,North America,Tires and Tubes,Accessories,November,48,Monday,Autumn,2.29,1.4335
1,Hitch Rack - 4-Bike,44.88,120.0,Northwest,United States,North America,Bike Racks,Accessories,November,48,Monday,Autumn,120.0,75.12
1,Touring Tire Tube,1.8663,4.99,Northwest,United States,North America,Tires and Tubes,Accessories,November,48,Monday,Autumn,4.99,3.1237000000000004
1,Water Bottle,1.8663,4.99,Southwest,United States,North America,Bottles and Cages,Accessories,November,48,Monday,Autumn,4.99,3.1237000000000004
1,Sport-100,12.0278,33.6442,Australia,Australia,Pacific,Helmets,Accessories,November,48,Monday,Autumn,33.6442,21.6164
1,Mountain-400-W,419.7784,769.49,Australia,Australia,Pacific,Mountain Bikes,Bikes,November,48,Monday,Autumn,769.49,349.71160000000003
1,Water Bottle,1.8663,4.99,United Kingdom,United Kingdom,Europe,Bottles and Cages,Accessories,November,48,Monday,Autumn,4.99,3.1237000000000004
1,Mountain Bottle Cage,3.7363,9.99,United Kingdom,United Kingdom,Europe,Bottles and Cages,Accessories,November,48,Monday,Autumn,9.99,6.2537
1,LL Mountain Tire,9.3463,24.99,Northwest,United States,North America,Tires and Tubes,Accessories,November,48,Tuesday,Autumn,24.99,15.643699999999999
1,Water Bottle,1.8663,4.99,United Kingdom,United Kingdom,Europe,Bottles and Cages,Accessories,November,48,Tuesday,Autumn,4.99,3.1237000000000004
1,Road Bottle Cage,3.3623,8.99,United Kingdom,United Kingdom,Europe,Bottles and Cages,Accessories,November,48,Tuesday,Autumn,8.99,5.627700000000001
1,Women's Mountain Shorts,26.1763,69.99,Northwest,United States,North America,Shorts,Clothing,November,48,Wednesday,Autumn,69.99,43.8137
1,Sport-100,13.0863,34.99,Southwest,United States,North America,Helmets,Accessories,November,48,Wednesday,Autumn,34.99,21.9037
